61,NBNRQKBR,nbnrqkbr
62,NNRBQKBR,nnrbqkbr
63,NNRQKBBR,nnrqkbbr
64,NNRQKRBB,nnrqkrbb
65,BBNNRKQR,bbnnrkqr
66,BNNBRKQR,bnnbrkqr
67,BNNRKBQR,bnnrkbqr
68,BNNRKQRB,bnnrkqrb
69,NBBNRKQR,nbbnrkqr
70,NNBBRKQR,nnbbrkqr
71,NNBRKBQR,nnbrkbqr
72,NNBRKQRB,nnbrkqrb
73,NBNRBKQR,nbnrbkqr
74,NNRBBKQR,nnrbbkqr
75,NNRKBBQR,nnrkbbqr
76,NNRKBQRB,nnrkbqrb
77,NBNRKQBR,nbnrkqbr
78,NNRBKQBR,nnrbkqbr
79,NNRKQBBR,nnrkqbbr
80,NNRKQRBB,nnrkqrbb
81,BBNNRKRQ,bbnnrkrq
82,BNNBRKRQ,bnnbrkrq
83,BNNRKBRQ,bnnrkbrq
84,BNNRKRQB,bnnrkrqb
85,NBBNRKRQ,nbbnrkrq
86,NNBBRKRQ,nnbbrkrq
87,NNBRKBRQ,nnbrkbrq
88,NNBRKRQB,nnbrkrqb
89,NBNRBKRQ,nbnrbkrq
90,NNRBBKRQ,nnrbbkrq
91,NNRKBBRQ,nnrkbbrq
92,NNRKBRQB,nnrkbrqb
93,NBNRKRBQ,nbnrkrbq
94,NNRBKRBQ,nnrbkrbq
95,NNRKRBBQ,nnrkrbbq
96,NNRKRQBB,nnrkrqbb
97,BBQNRNKR,bbqnrnkr
98,BQNBRNKR,bqnbrnkr
99,BQNRNBKR,bqnrnbkr
100,BQNRNKRB,bqnrnkrb
101,QBBNRNKR,qbbnrnkr
102,QNBBRNKR,qnbbrnkr
103,QNBRNBKR,qnbrnbkr
104,QNBRNKRB,qnbrnkrb
105,QBNRBNKR,qbnrbnkr
106,QNRBBNKR,qnrbbnkr
107,QNRNBBKR,qnrnbbkr
108,QNRNBKRB,qnrnbkrb
109,QBNRNKBR,qbnrnkbr
110,QNRBNKBR,qnrbnkbr
111,QNRNKBBR,qnrnkbbr
112,QNRNKRBB,qnrnkrbb
113,BBNQRNKR,bbnqrnkr
114,BNQBRNKR,bnqbrnkr
115,BNQRNBKR,bnqrnbkr
116,BNQRNKRB,bnqrnkrb
117,NBBQRNKR,nbbqrnkr
118,NQBBRNKR,nqbbrnkr
119,NQBRNBKR,nqbrnbkr
120,NQBRNKRB,nqbrnkrb
121,NBQRBNKR,nbqrbnkr
122,NQRBBNKR,nqrbbnkr
123,NQRNBBKR,nqrnbbkr
124,NQRNBKRB,nqrnbkrb
125,NBQRNKBR,nbqrnkbr
126,NQRBNKBR,nqrbnkbr
127,NQRNKBBR,nqrnkbbr
128,NQRNKRBB,nqrnkrbb
129,BBNRQNKR,bbnrqnkr
130,BNRBQNKR,bnrbqnkr
131,BNRQNBKR,bnrqnbkr
132,BNRQNKRB,bnrqnkrb
133,NBBRQNKR,nbbrqnkr
134,NRBBQNKR,nrbbqnkr
135,NRBQNBKR,nrbqnbkr
136,NRBQNKRB,nrbqnkrb
137,NBRQBNKR,nbrqbnkr
138,NRQBBNKR,nrqbbnkr
139,NRQNBBKR,nrqnbbkr
140,NRQNBKRB,nrqnbkrb
141,NBRQNKBR,nbrqnkbr
142,NRQBNKBR,nrqbnkbr
143,NRQNKBBR,nrqnkbbr
144,NRQNKRBB,nrqnkrbb
145,BBNRNQKR,bbnrnqkr
146,BNRBNQKR,bnrbnqkr
147,BNRNQBKR,bnrnqbkr
148,BNRNQKRB,bnrnqkrb
149,NBBRNQKR,nbbrnqkr
150,NRBBNQKR,nrbbnqkr
151,NRBNQBKR,nrbnqbkr
152,NRBNQKRB,nrbnqkrb
153,NBRNBQKR,nbrnbqkr
154,NRNBBQKR,nrnbbqkr
155,NRNQBBKR,nrnqbbkr
156,NRNQBKRB,nrnqbkrb
157,NBRNQKBR,nbrnqkbr
158,NRNBQKBR,nrnbqkbr
159,NRNQKBBR,nrnqkbbr
160,NRNQKRBB,nrnqkrbb
161,BBNRNKQR,bbnrnkqr
162,BNRBNKQR,bnrbnkqr
163,BNRNKBQR,bnrnkbqr
164,BNRNKQRB,bnrnkqrb
165,NBBRNKQR,nbbrnkqr
166,NRBBNKQR,nrbbnkqr
167,NRBNKBQR,nrbnkbqr
168,NRBNKQRB,nrbnkqrb
169,NBRNBKQR,nbrnbkqr
170,NRNBBKQR,nrnbbkqr
171,NRNKBBQR,nrnkbbqr
172,NRNKBQRB,nrnkbqrb
173,NBRNKQBR,nbrnkqbr
174,NRNBKQBR,nrnbkqbr
175,NRNKQBBR,nrnkqbbr
176,NRNKQRBB,nrnkqrbb
177,BBNRNKRQ,bbnrnkrq
178,BNRBNKRQ,bnrbnkrq
179,BNRNKBRQ,bnrnkbrq
180,BNRNKRQB,bnrnkrqb
181,NBBRNKRQ,nbbrnkrq
182,NRBBNKRQ,nrbbnkrq
183,NRBNKBRQ,nrbnkbrq
184,NRBNKRQB,nrbnkrqb
185,NBRNBKRQ,nbrnbkrq
186,NRNBBKRQ,nrnbbkrq
187,NRNKBBRQ,nrnkbbrq
188,NRNKBRQB,nrnkbrqb
189,NBRNKRBQ,nbrnkrbq
190,NRNBKRBQ,nrnbkrbq
191,NRNKRBBQ,nrnkrbbq
192,NRNKRQBB,nrnkrqbb
193,BBQNRKNR,bbqnrknr
194,BQNBRKNR,bqnbrknr
195,BQNRKBNR,bqnrkbnr
196,BQNRKNRB,bqnrknrb
197,QBBNRKNR,qbbnrknr
198,QNBBRKNR,qnbbrknr
199,QNBRKBNR,qnbrkbnr
200,QNBRKNRB,qnbrknrb
201,QBNRBKNR,qbnrbknr
202,QNRBBKNR,qnrbbknr
203,QNRKBBNR,qnrkbbnr
204,QNRKBNRB,qnrkbnrb
205,QBNRKNBR,qbnrknbr
206,QNRBKNBR,qnrbknbr
207,QNRKNBBR,qnrknbbr
208,QNRKNRBB,qnrknrbb
209,BBNQRKNR,bbnqrknr
210,BNQBRKNR,bnqbrknr
211,BNQRKBNR,bnqrkbnr
212,BNQRKNRB,bnqrknrb
213,NBBQRKNR,nbbqrknr
214,NQBBRKNR,nqbbrknr
215,NQBRKBNR,nqbrkbnr
216,NQBRKNRB,nqbrknrb
217,NBQRBKNR,nbqrbknr
218,NQRBBKNR,nqrbbknr
219,NQRKBBNR,nqrkbbnr
220,NQRKBNRB,nqrkbnrb
221,NBQRKNBR,nbqrknbr
222,NQRBKNBR,nqrbknbr
223,NQRKNBBR,nqrknbbr
224,NQRKNRBB,nqrknrbb
225,BBNRQKNR,bbnrqknr
226,BNRBQKNR,bnrbqknr
227,BNRQKBNR,bnrqkbnr
228,BNRQKNRB,bnrqknrb
229,NBBRQKNR,nbbrqknr
230,NRBBQKNR,nrbbqknr
231,NRBQKBNR,nrbqkbnr
232,NRBQKNRB,nrbqknrb
233,NBRQBKNR,nbrqbknr
234,NRQBBKNR,nrqbbknr
235,NRQKBBNR,nrqkbbnr
236,NRQKBNRB,nrqkbnrb
237,NBRQKNBR,nbrqknbr
238,NRQBKNBR,nrqbknbr
239,NRQKNBBR,nrqknbbr
240,NRQKNRBB,nrqknrbb
241,BBNRKQNR,bbnrkqnr
242,BNRBKQNR,bnrbkqnr
243,BNRKQBNR,bnrkqbnr
244,BNRKQNRB,bnrkqnrb
245,NBBRKQNR,nbbrkqnr
246,NRBBKQNR,nrbbkqnr
247,NRBKQBNR,nrbkqbnr
248,NRBKQNRB,nrbkqnrb
249,NBRKBQNR,nbrkbqnr
250,NRKBBQNR,nrkbbqnr
251,NRKQBBNR,nrkqbbnr
252,NRKQBNRB,nrkqbnrb
253,NBRKQNBR,nbrkqnbr
254,NRKBQNBR,nrkbqnbr
255,NRKQNBBR,nrkqnbbr
256,NRKQNRBB,nrkqnrbb
257,BBNRKNQR,bbnrknqr
258,BNRBKNQR,bnrbknqr
259,BNRKNBQR,bnrknbqr
260,BNRKNQRB,bnrknqrb
261,NBBRKNQR,nbbrknqr
262,NRBBKNQR,nrbbknqr
263,NRBKNBQR,nrbknbqr
264,NRBKNQRB,nrbknqrb
265,NBRKBNQR,nbrkbnqr
266,NRKBBNQR,nrkbbnqr
267,NRKNBBQR,nrknbbqr
268,NRKNBQRB,nrknbqrb
269,NBRKNQBR,nbrknqbr
270,NRKBNQBR,nrkbnqbr
271,NRKNQBBR,nrknqbbr
272,NRKNQRBB,nrknqrbb
273,BBNRKNRQ,bbnrknrq
274,BNRBKNRQ,bnrbknrq
275,BNRKNBRQ,bnrknbrq
276,BNRKNRQB,bnrknrqb
277,NBBRKNRQ,nbbrknrq
278,NRBBKNRQ,nrbbknrq
279,NRBKNBRQ,nrbknbrq
280,NRBKNRQB,nrbknrqb
281,NBRKBNRQ,nbrkbnrq
282,NRKBBNRQ,nrkbbnrq
283,NRKNBBRQ,nrknbbrq
284,NRKNBRQB,nrknbrqb
285,NBRKNRBQ,nbrknrbq
286,NRKBNRBQ,nrkbnrbq
287,NRKNRBBQ,nrknrbbq
288,NRKNRQBB,nrknrqbb
289,BBQNRKRN,bbqnrkrn
290,BQNBRKRN,bqnbrkrn
291,BQNRKBRN,bqnrkbrn
292,BQNRKRNB,bqnrkrnb
293,QBBNRKRN,qbbnrkrn
294,QNBBRKRN,qnbbrkrn
295,QNBRKBRN,qnbrkbrn
296,QNBRKRNB,qnbrkrnb
297,QBNRBKRN,qbnrbkrn
298,QNRBBKRN,qnrbbkrn
299,QNRKBBRN,qnrkbbrn
300,QNRKBRNB,qnrkbrnb
301,QBNRKRBN,qbnrkrbn
302,QNRBKRBN,qnrbkrbn
303,QNRKRBBN,qnrkrbbn
304,QNRKRNBB,qnrkrnbb
305,BBNQRKRN,bbnqrkrn
306,BNQBRKRN,bnqbrkrn
307,BNQRKBRN,bnqrkbrn
308,BNQRKRNB,bnqrkrnb
309,NBBQRKRN,nbbqrkrn
310,NQBBRKRN,nqbbrkrn
311,NQBRKBRN,nqbrkbrn
312,NQBRKRNB,nqbrkrnb
313,NBQRBKRN,nbqrbkrn
314,NQRBBKRN,nqrbbkrn
315,NQRKBBRN,nqrkbbrn
316,NQRKBRNB,nqrkbrnb
317,NBQRKRBN,nbqrkrbn
318,NQRBKRBN,nqrbkrbn
319,NQRKRBBN,nqrkrbbn
320,NQRKRNBB,nqrkrnbb
321,BBNRQKRN,bbnrqkrn
322,BNRBQKRN,bnrbqkrn
323,BNRQKBRN,bnrqkbrn
324,BNRQKRNB,bnrqkrnb
325,NBBRQKRN,nbbrqkrn
326,NRBBQKRN,nrbbqkrn
327,NRBQKBRN,nrbqkbrn
328,NRBQKRNB,nrbqkrnb
329,NBRQBKRN,nbrqbkrn
330,NRQBBKRN,nrqbbkrn
331,NRQKBBRN,nrqkbbrn
332,NRQKBRNB,nrqkbrnb
333,NBRQKRBN,nbrqkrbn
334,NRQBKRBN,nrqbkrbn
335,NRQKRBBN,nrqkrbbn
336,NRQKRNBB,nrqkrnbb
337,BBNRKQRN,bbnrkqrn
338,BNRBKQRN,bnrbkqrn
339,BNRKQBRN,bnrkqbrn
340,BNRKQRNB,bnrkqrnb
341,NBBRKQRN,nbbrkqrn
342,NRBBKQRN,nrbbkqrn
343,NRBKQBRN,nrbkqbrn
344,NRBKQRNB,nrbkqrnb
345,NBRKBQRN,nbrkbqrn
346,NRKBBQRN,nrkbbqrn
347,NRKQBBRN,nrkqbbrn
348,NRKQBRNB,nrkqbrnb
349,NBRKQRBN,nbrkqrbn
350,NRKBQRBN,nrkbqrbn
351,NRKQRBBN,nrkqrbbn
352,NRKQRNBB,nrkqrnbb
353,BBNRKRQN,bbnrkrqn
354,BNRBKRQN,bnrbkrqn
355,BNRKRBQN,bnrkrbqn
356,BNRKRQNB,bnrkrqnb
357,NBBRKRQN,nbbrkrqn
358,NRBBKRQN,nrbbkrqn
359,NRBKRBQN,nrbkrbqn
360,NRBKRQNB,nrbkrqnb
361,NBRKBRQN,nbrkbrqn
362,NRKBBRQN,nrkbbrqn
363,NRKRBBQN,nrkrbbqn
364,NRKRBQNB,nrkrbqnb
365,NBRKRQBN,nbrkrqbn
366,NRKBRQBN,nrkbrqbn
367,NRKRQBBN,nrkrqbbn
368,NRKRQNBB,nrkrqnbb
369,BBNRKRNQ,bbnrkrnq
370,BNRBKRNQ,bnrbkrnq
371,BNRKRBNQ,bnrkrbnq
372,BNRKRNQB,bnrkrnqb
373,NBBRKRNQ,nbbrkrnq
374,NRBBKRNQ,nrbbkrnq
375,NRBKRBNQ,nrbkrbnq
376,NRBKRNQB,nrbkrnqb
377,NBRKBRNQ,nbrkbrnq
378,NRKBBRNQ,nrkbbrnq
379,NRKRBBNQ,nrkrbbnq
380,NRKRBNQB,nrkrbnqb
381,NBRKRNBQ,nbrkrnbq
382,NRKBRNBQ,nrkbrnbq
383,NRKRNBBQ,nrkrnbbq
384,NRKRNQBB,nrkrnqbb
385,BBQRNNKR,bbqrnnkr
386,BQRBNNKR,bqrbnnkr
387,BQRNNBKR,bqrnnbkr
388,BQRNNKRB,bqrnnkrb
389,QBBRNNKR,qbbrnnkr
390,QRBBNNKR,qrbbnnkr
391,QRBNNBKR,qrbnnbkr
392,QRBNNKRB,qrbnnkrb
393,QBRNBNKR,qbrnbnkr
394,QRNBBNKR,qrnbbnkr
395,QRNNBBKR,qrnnbbkr
396,QRNNBKRB,qrnnbkrb
397,QBRNNKBR,qbrnnkbr
398,QRNBNKBR,qrnbnkbr
399,QRNNKBBR,qrnnkbbr
400,QRNNKRBB,qrnnkrbb
401,BBRQNNKR,bbrqnnkr
402,BRQBNNKR,brqbnnkr
403,BRQNNBKR,brqnnbkr
404,BRQNNKRB,brqnnkrb
405,RBBQNNKR,rbbqnnkr
406,RQBBNNKR,rqbbnnkr
407,RQBNNBKR,rqbnnbkr
408,RQBNNKRB,rqbnnkrb
409,RBQNBNKR,rbqnbnkr
410,RQNBBNKR,rqnbbnkr
411,RQNNBBKR,rqnnbbkr
412,RQNNBKRB,rqnnbkrb
413,RBQNNKBR,rbqnnkbr
414,RQNBNKBR,rqnbnkbr
415,RQNNKBBR,rqnnkbbr
416,RQNNKRBB,rqnnkrbb
417,BBRNQNKR,bbrnqnkr
418,BRNBQNKR,brnbqnkr
419,BRNQNBKR,brnqnbkr
420,BRNQNKRB,brnqnkrb
421,RBBNQNKR,rbbnqnkr
422,RNBBQNKR,rnbbqnkr
423,RNBQNBKR,rnbqnbkr
424,RNBQNKRB,rnbqnkrb
425,RBNQBNKR,rbnqbnkr
426,RNQBBNKR,rnqbbnkr
427,RNQNBBKR,rnqnbbkr
428,RNQNBKRB,rnqnbkrb
429,RBNQNKBR,rbnqnkbr
430,RNQBNKBR,rnqbnkbr
431,RNQNKBBR,rnqnkbbr
432,RNQNKRBB,rnqnkrbb
433,BBRNNQKR,bbrnnqkr
434,BRNBNQKR,brnbnqkr
435,BRNNQBKR,brnnqbkr
436,BRNNQKRB,brnnqkrb
437,RBBNNQKR,rbbnnqkr
438,RNBBNQKR,rnbbnqkr
439,RNBNQBKR,rnbnqbkr
440,RNBNQKRB,rnbnqkrb
441,RBNNBQKR,rbnnbqkr
442,RNNBBQKR,rnnbbqkr
443,RNNQBBKR,rnnqbbkr
444,RNNQBKRB,rnnqbkrb
445,RBNNQKBR,rbnnqkbr
446,RNNBQKBR,rnnbqkbr
447,RNNQKBBR,rnnqkbbr
448,RNNQKRBB,rnnqkrbb
449,BBRNNKQR,bbrnnkqr
450,BRNBNKQR,brnbnkqr
451,BRNNKBQR,brnnkbqr
452,BRNNKQRB,brnnkqrb
453,RBBNNKQR,rbbnnkqr
454,RNBBNKQR,rnbbnkqr
455,RNBNKBQR,rnbnkbqr
456,RNBNKQRB,rnbnkqrb
457,RBNNBKQR,rbnnbkqr
458,RNNBBKQR,rnnbbkqr
459,RNNKBBQR,rnnkbbqr
460,RNNKBQRB,rnnkbqrb
461,RBNNKQBR,rbnnkqbr
462,RNNBKQBR,rnnbkqbr
463,RNNKQBBR,rnnkqbbr
464,RNNKQRBB,rnnkqrbb
465,BBRNNKRQ,bbrnnkrq
466,BRNBNKRQ,brnbnkrq
467,BRNNKBRQ,brnnkbrq
468,BRNNKRQB,brnnkrqb
469,RBBNNKRQ,rbbnnkrq
470,RNBBNKRQ,rnbbnkrq
471,RNBNKBRQ,rnbnkbrq
472,RNBNKRQB,rnbnkrqb
473,RBNNBKRQ,rbnnbkrq
474,RNNBBKRQ,rnnbbkrq
475,RNNKBBRQ,rnnkbbrq
476,RNNKBRQB,rnnkbrqb
477,RBNNKRBQ,rbnnkrbq
478,RNNBKRBQ,rnnbkrbq
479,RNNKRBBQ,rnnkrbbq
480,RNNKRQBB,rnnkrqbb
481,BBQRNKNR,bbqrnknr
482,BQRBNKNR,bqrbnknr
483,BQRNKBNR,bqrnkbnr
484,BQRNKNRB,bqrnknrb
485,QBBRNKNR,qbbrnknr
486,QRBBNKNR,qrbbnknr
487,QRBNKBNR,qrbnkbnr
488,QRBNKNRB,qrbnknrb
489,QBRNBKNR,qbrnbknr
490,QRNBBKNR,qrnbbknr
491,QRNKBBNR,qrnkbbnr
492,QRNKBNRB,qrnkbnrb
493,QBRNKNBR,qbrnknbr
494,QRNBKNBR,qrnbknbr
495,QRNKNBBR,qrnknbbr
496,QRNKNRBB,qrnknrbb
497,BBRQNKNR,bbrqnknr
498,BRQBNKNR,brqbnknr
499,BRQNKBNR,brqnkbnr
500,BRQNKNRB,brqnknrb
501,RBBQNKNR,rbbqnknr
502,RQBBNKNR,rqbbnknr
503,RQBNKBNR,rqbnkbnr
504,RQBNKNRB,rqbnknrb
505,RBQNBKNR,rbqnbknr
506,RQNBBKNR,rqnbbknr
507,RQNKBBNR,rqnkbbnr
508,RQNKBNRB,rqnkbnrb
509,RBQNKNBR,rbqnknbr
510,RQNBKNBR,rqnbknbr
511,RQNKNBBR,rqnknbbr
512,RQNKNRBB,rqnknrbb
513,BBRNQKNR,bbrnqknr
514,BRNBQKNR,brnbqknr
515,BRNQKBNR,brnqkbnr
516,BRNQKNRB,brnqknrb
517,RBBNQKNR,rbbnqknr
518,RNBBQKNR,rnbbqknr
519,RNBQKBNR,rnbqkbnr
520,RNBQKNRB,rnbqknrb
521,RBNQBKNR,rbnqbknr
522,RNQBBKNR,rnqbbknr
523,RNQKBBNR,rnqkbbnr
524,RNQKBNRB,rnqkbnrb
525,RBNQKNBR,rbnqknbr
526,RNQBKNBR,rnqbknbr
527,RNQKNBBR,rnqknbbr
528,RNQKNRBB,rnqknrbb
529,BBRNKQNR,bbrnkqnr
530,BRNBKQNR,brnbkqnr
531,BRNKQBNR,brnkqbnr
532,BRNKQNRB,brnkqnrb
533,RBBNKQNR,rbbnkqnr
534,RNBBKQNR,rnbbkqnr
535,RNBKQBNR,rnbkqbnr
536,RNBKQNRB,rnbkqnrb
537,RBNKBQNR,rbnkbqnr
538,RNKBBQNR,rnkbbqnr
539,RNKQBBNR,rnkqbbnr
540,RNKQBNRB,rnkqbnrb
541,RBNKQNBR,rbnkqnbr
542,RNKBQNBR,rnkbqnbr
543,RNKQNBBR,rnkqnbbr
544,RNKQNRBB,rnkqnrbb
545,BBRNKNQR,bbrnknqr
546,BRNBKNQR,brnbknqr
547,BRNKNBQR,brnknbqr
548,BRNKNQRB,brnknqrb
549,RBBNKNQR,rbbnknqr
550,RNBBKNQR,rnbbknqr
551,RNBKNBQR,rnbknbqr
552,RNBKNQRB,rnbknqrb
553,RBNKBNQR,rbnkbnqr
554,RNKBBNQR,rnkbbnqr
555,RNKNBBQR,rnknbbqr
556,RNKNBQRB,rnknbqrb
557,RBNKNQBR,rbnknqbr
558,RNKBNQBR,rnkbnqbr
559,RNKNQBBR,rnknqbbr
560,RNKNQRBB,rnknqrbb
561,BBRNKNRQ,bbrnknrq
562,BRNBKNRQ,brnbknrq
563,BRNKNBRQ,brnknbrq
564,BRNKNRQB,brnknrqb
565,RBBNKNRQ,rbbnknrq
566,RNBBKNRQ,rnbbknrq
567,RNBKNBRQ,rnbknbrq
568,RNBKNRQB,rnbknrqb
569,RBNKBNRQ,rbnkbnrq
570,RNKBBNRQ,rnkbbnrq
571,RNKNBBRQ,rnknbbrq
572,RNKNBRQB,rnknbrqb
573,RBNKNRBQ,rbnknrbq
574,RNKBNRBQ,rnkbnrbq
575,RNKNRBBQ,rnknrbbq
576,RNKNRQBB,rnknrqbb
577,BBQRNKRN,bbqrnkrn
578,BQRBNKRN,bqrbnkrn
579,BQRNKBRN,bqrnkbrn
580,BQRNKRNB,bqrnkrnb
581,QBBRNKRN,qbbrnkrn
582,QRBBNKRN,qrbbnkrn
583,QRBNKBRN,qrbnkbrn
584,QRBNKRNB,qrbnkrnb
585,QBRNBKRN,qbrnbkrn
586,QRNBBKRN,qrnbbkrn
587,QRNKBBRN,qrnkbbrn
588,QRNKBRNB,qrnkbrnb
589,QBRNKRBN,qbrnkrbn
590,QRNBKRBN,qrnbkrbn
591,QRNKRBBN,qrnkrbbn
592,QRNKRNBB,qrnkrnbb
593,BBRQNKRN,bbrqnkrn
594,BRQBNKRN,brqbnkrn
595,BRQNKBRN,brqnkbrn
596,BRQNKRNB,brqnkrnb
597,RBBQNKRN,rbbqnkrn
598,RQBBNKRN,rqbbnkrn
599,RQBNKBRN,rqbnkbrn
600,RQBNKRNB,rqbnkrnb
601,RBQNBKRN,rbqnbkrn
602,RQNBBKRN,rqnbbkrn
603,RQNKBBRN,rqnkbbrn
604,RQNKBRNB,rqnkbrnb
605,RBQNKRBN,rbqnkrbn
606,RQNBKRBN,rqnbkrbn
607,RQNKRBBN,rqnkrbbn
608,RQNKRNBB,rqnkrnbb
609,BBRNQKRN,bbrnqkrn
610,BRNBQKRN,brnbqkrn
611,BRNQKBRN,brnqkbrn
612,BRNQKRNB,brnqkrnb
613,RBBNQKRN,rbbnqkrn
614,RNBBQKRN,rnbbqkrn
615,RNBQKBRN,rnbqkbrn
616,RNBQKRNB,rnbqkrnb
617,RBNQBKRN,rbnqbkrn
618,RNQBBKRN,rnqbbkrn
619,RNQKBBRN,rnqkbbrn
620,RNQKBRNB,rnqkbrnb
621,RBNQKRBN,rbnqkrbn
622,RNQBKRBN,rnqbkrbn
623,RNQKRBBN,rnqkrbbn
624,RNQKRNBB,rnqkrnbb
625,BBRNKQRN,bbrnkqrn
626,BRNBKQRN,brnbkqrn
627,BRNKQBRN,brnkqbrn
628,BRNKQRNB,brnkqrnb
629,RBBNKQRN,rbbnkqrn
630,RNBBKQRN,rnbbkqrn
631,RNBKQBRN,rnbkqbrn
632,RNBKQRNB,rnbkqrnb
633,RBNKBQRN,rbnkbqrn
634,RNKBBQRN,rnkbbqrn
635,RNKQBBRN,rnkqbbrn
636,RNKQBRNB,rnkqbrnb
637,RBNKQRBN,rbnkqrbn
638,RNKBQRBN,rnkbqrbn
639,RNKQRBBN,rnkqrbbn
640,RNKQRNBB,rnkqrnbb
641,BBRNKRQN,bbrnkrqn
642,BRNBKRQN,brnbkrqn
643,BRNKRBQN,brnkrbqn
644,BRNKRQNB,brnkrqnb
645,RBBNKRQN,rbbnkrqn
646,RNBBKRQN,rnbbkrqn
647,RNBKRBQN,rnbkrbqn
648,RNBKRQNB,rnbkrqnb
649,RBNKBRQN,rbnkbrqn
650,RNKBBRQN,rnkbbrqn
651,RNKRBBQN,rnkrbbqn
652,RNKRBQNB,rnkrbqnb
653,RBNKRQBN,rbnkrqbn
654,RNKBRQBN,rnkbrqbn
655,RNKRQBBN,rnkrqbbn
656,RNKRQNBB,rnkrqnbb
657,BBRNKRNQ,bbrnkrnq
658,BRNBKRNQ,brnbkrnq
659,BRNKRBNQ,brnkrbnq
660,BRNKRNQB,brnkrnqb
661,RBBNKRNQ,rbbnkrnq
662,RNBBKRNQ,rnbbkrnq
663,RNBKRBNQ,rnbkrbnq
664,RNBKRNQB,rnbkrnqb
665,RBNKBRNQ,rbnkbrnq
666,RNKBBRNQ,rnkbbrnq
667,RNKRBBNQ,rnkrbbnq
668,RNKRBNQB,rnkrbnqb
669,RBNKRNBQ,rbnkrnbq
670,RNKBRNBQ,rnkbrnbq
671,RNKRNBBQ,rnkrnbbq
672,RNKRNQBB,rnkrnqbb
673,BBQRKNNR,bbqrknnr
674,BQRBKNNR,bqrbknnr
675,BQRKNBNR,bqrknbnr
676,BQRKNNRB,bqrknnrb
677,QBBRKNNR,qbbrknnr
678,QRBBKNNR,qrbbknnr
679,QRBKNBNR,qrbknbnr
680,QRBKNNRB,qrbknnrb
681,QBRKBNNR,qbrkbnnr
682,QRKBBNNR,qrkbbnnr
683,QRKNBBNR,qrknbbnr
684,QRKNBNRB,qrknbnrb
685,QBRKNNBR,qbrknnbr
686,QRKBNNBR,qrkbnnbr
687,QRKNNBBR,qrknnbbr
688,QRKNNRBB,qrknnrbb
689,BBRQKNNR,bbrqknnr
690,BRQBKNNR,brqbknnr
691,BRQKNBNR,brqknbnr
692,BRQKNNRB,brqknnrb
693,RBBQKNNR,rbbqknnr
694,RQBBKNNR,rqbbknnr
695,RQBKNBNR,rqbknbnr
696,RQBKNNRB,rqbknnrb
697,RBQKBNNR,rbqkbnnr
698,RQKBBNNR,rqkbbnnr
699,RQKNBBNR,rqknbbnr
700,RQKNBNRB,rqknbnrb
701,RBQKNNBR,rbqknnbr
702,RQKBNNBR,rqkbnnbr
703,RQKNNBBR,rqknnbbr
704,RQKNNRBB,rqknnrbb
705,BBRKQNNR,bbrkqnnr
